"","RND","HSD","EA","HH","ID","HHID","HHID.rnd","Plate","Sample.identifier","Row","Column","Well","MolSpecies","Expected.species","kdr","N1575Y","Cyp4j5","Coeae1d","Pfal.score","OVM.score","Pfal","OVM","X2La","Cyp6p4","ZZB","Cyp6aa","Cyp6aa_Dup","lat","lon","survey","LLIN.intend","LLIN.actual","Net.intend","Net.actual","Wave","Location","subregions","wgs.sample.id","species"
"3123",4,24,3,125,1,402403125,2403125,40,60,"E",12,"12E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.724579,31.72261,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","402403125001","An. funestus"
"3124",4,24,3,125,2,402403125,2403125,40,72,"F",12,"12F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.724579,31.72261,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","402403125002","An. funestus"
"3125",4,24,3,125,3,402403125,2403125,40,84,"G",12,"12G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.724579,31.72261,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","402403125003","An. funestus"
"3126",4,24,3,125,4,402403125,2403125,40,96,"H",12,"12H","FUN","FU",NA,NA,NA,NA,3,0,1,0,NA,NA,NA,NA,NA,1.724579,31.72261,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","402403125004","An. funestus"
"3127",4,24,3,125,5,402403125,2403125,41,1,"A",1,"1A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.724579,31.72261,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"West","Mid-Western","402403125005","An. funestus"
"3128",4,46,3,43,1,404603043,4603043,41,13,"B",1,"1B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.916427,29.76449,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",4,"West","South Western","404603043001","An. funestus"
"3129",4,46,3,43,2,404603043,4603043,41,25,"C",1,"1C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.916427,29.76449,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",4,"West","South Western","404603043002","An. funestus"
"3130",4,47,6,102,1,404706102,4706102,41,37,"D",1,"1D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,-0.7333021,29.68297,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","PermaNet-2",4,"West","South Western","404706102001","An. funestus"
"3131",4,68,1,17,1,406801017,6801017,41,49,"E",1,"1E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.022695,33.87902,"18 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","406801017001","An. funestus"
"3132",4,68,3,45,1,406803045,6803045,41,61,"F",1,"1F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.088098,33.77447,"18 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","406803045001","An. funestus"
"3133",4,68,3,45,3,406803045,6803045,41,85,"H",1,"1H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.088098,33.77447,"18 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","406803045003","An. funestus"
"3134",4,68,5,8,1,406805008,6805008,41,2,"A",2,"2A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.194195,33.77192,"18 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","406805008001","An. funestus"
"3135",4,68,7,50,1,406807050,6807050,41,14,"B",2,"2B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2.245064,33.57676,"18 months","PBO LLIN","PBO LLIN","OlysetPlus","OlysetPlus",2,"East","Mid-Eastern","406807050001","An. funestus"
"3136",4,69,4,17,2,406904017,6904017,41,26,"C",2,"2C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.396288,33.90891,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406904017002","An. funestus"
"3137",4,69,5,147,3,406905147,6905147,41,38,"D",2,"2D","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.325649,33.84539,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406905147003","An. funestus"
"3138",4,69,5,147,11,406905147,6905147,41,50,"E",2,"2E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.325649,33.84539,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406905147011","An. funestus"
"3139",4,69,8,120,1,406908120,6908120,41,62,"F",2,"2F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.239834,33.81313,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406908120001","An. funestus"
"3140",4,69,9,175,2,406909175,6909175,41,74,"G",2,"2G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.345663,33.87924,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406909175002","An. funestus"
"3141",4,69,9,175,1,406909175,6909175,41,86,"H",2,"2H","FUN","AO",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.345663,33.87924,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","406909175001","An. funestus"
"3142",4,70,4,17,1,407004017,7004017,41,3,"A",3,"3A","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.636787,33.58098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","407004017001","An. funestus"
"3143",4,70,10,51,1,407010051,7010051,41,15,"B",3,"3B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.658594,33.67971,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",2,"East","Mid-Eastern","407010051001","An. funestus"
"3144",4,71,2,71,1,407102071,7102071,41,27,"C",3,"3C","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.720063,33.62861,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","407102071001","An. funestus"
"3145",4,71,2,71,2,407102071,7102071,41,39,"D",3,"3D","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.720063,33.62861,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","407102071002","An. funestus"
"3146",4,71,2,71,3,407102071,7102071,41,51,"E",3,"3E","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.720063,33.62861,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","407102071003","An. funestus"
"3147",4,71,2,71,4,407102071,7102071,41,63,"F",3,"3F","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.720063,33.62861,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","407102071004","An. funestus"
"3148",4,71,2,71,5,407102071,7102071,41,75,"G",3,"3G","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1.720063,33.62861,"18 months","Non-PBO LLIN","Non-PBO LLIN","Olyset","Olyset",2,"East","Mid-Eastern","407102071005","An. funestus"
"3149",4,72,4,64,2,407204064,7204064,41,87,"H",3,"3H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.639398,33.32601,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407204064002","An. funestus"
"3150",4,74,5,63,10,407405063,7405063,41,4,"A",4,"4A","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.572067,33.11189,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407405063010","An. funestus"
"3151",4,74,5,63,14,407405063,7405063,41,16,"B",4,"4B","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.572067,33.11189,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407405063014","An. funestus"
"3152",4,74,6,139,2,407406139,7406139,41,28,"C",4,"4C","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.605855,33.19302,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407406139002","An. funestus"
"3153",4,74,10,123,1,407410123,7410123,41,40,"D",4,"4D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123001","An. funestus"
"3154",4,74,10,123,2,407410123,7410123,41,52,"E",4,"4E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123002","An. funestus"
"3155",4,74,10,123,3,407410123,7410123,41,64,"F",4,"4F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123003","An. funestus"
"3156",4,74,10,123,4,407410123,7410123,41,76,"G",4,"4G","FUN","FU",NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123004","An. funestus"
"3157",4,74,10,123,5,407410123,7410123,41,88,"H",4,"4H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123005","An. funestus"
"3158",4,74,10,123,6,407410123,7410123,41,5,"A",5,"5A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123006","An. funestus"
"3159",4,74,10,123,7,407410123,7410123,41,17,"B",5,"5B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123007","An. funestus"
"3160",4,74,10,123,8,407410123,7410123,41,29,"C",5,"5C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.656409,33.26058,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","407410123008","An. funestus"
"3161",4,75,2,1,1,407502001,7502001,41,41,"D",5,"5D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.817601,33.24734,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407502001001","An. funestus"
"3162",4,75,2,1,2,407502001,7502001,41,53,"E",5,"5E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.817601,33.24734,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407502001002","An. funestus"
"3163",4,75,2,1,3,407502001,7502001,41,65,"F",5,"5F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.817601,33.24734,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407502001003","An. funestus"
"3164",4,75,2,1,4,407502001,7502001,41,77,"G",5,"5G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.817601,33.24734,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407502001004","An. funestus"
"3165",4,75,2,1,5,407502001,7502001,41,89,"H",5,"5H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.817601,33.24734,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407502001005","An. funestus"
"3166",4,75,4,17,1,407504017,7504017,41,6,"A",6,"6A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017001","An. funestus"
"3167",4,75,4,17,2,407504017,7504017,41,18,"B",6,"6B","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017002","An. funestus"
"3168",4,75,4,17,3,407504017,7504017,41,30,"C",6,"6C","FUN","GA",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017003","An. funestus"
"3169",4,75,4,17,4,407504017,7504017,41,42,"D",6,"6D","FUN","FU",NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017004","An. funestus"
"3170",4,75,4,17,5,407504017,7504017,41,54,"E",6,"6E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017005","An. funestus"
"3171",4,75,4,17,6,407504017,7504017,41,66,"F",6,"6F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017006","An. funestus"
"3172",4,75,4,17,7,407504017,7504017,41,78,"G",6,"6G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.858097,33.16098,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407504017007","An. funestus"
"3173",4,75,5,5,1,407505005,7505005,41,90,"H",6,"6H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.914928,33.18981,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407505005001","An. funestus"
"3174",4,75,5,5,2,407505005,7505005,41,7,"A",7,"7A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.914928,33.18981,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407505005002","An. funestus"
"3175",4,75,5,5,3,407505005,7505005,41,19,"B",7,"7B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.914928,33.18981,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407505005003","An. funestus"
"3176",4,75,5,5,4,407505005,7505005,41,31,"C",7,"7C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.914928,33.18981,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407505005004","An. funestus"
"3177",4,75,5,5,5,407505005,7505005,41,43,"D",7,"7D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.914928,33.18981,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407505005005","An. funestus"
"3178",4,75,10,68,2,407510068,7510068,41,55,"E",7,"7E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068002","An. funestus"
"3179",4,75,10,68,3,407510068,7510068,41,67,"F",7,"7F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068003","An. funestus"
"3180",4,75,10,68,4,407510068,7510068,41,79,"G",7,"7G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068004","An. funestus"
"3181",4,75,10,68,5,407510068,7510068,41,91,"H",7,"7H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068005","An. funestus"
"3182",4,75,10,68,6,407510068,7510068,41,8,"A",8,"8A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068006","An. funestus"
"3183",4,75,10,68,7,407510068,7510068,41,20,"B",8,"8B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068007","An. funestus"
"3184",4,75,10,68,8,407510068,7510068,41,32,"C",8,"8C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068008","An. funestus"
"3185",4,75,10,68,9,407510068,7510068,41,44,"D",8,"8D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068009","An. funestus"
"3186",4,75,10,68,13,407510068,7510068,41,56,"E",8,"8E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068013","An. funestus"
"3187",4,75,10,68,10,407510068,7510068,41,68,"F",8,"8F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068010","An. funestus"
"3188",4,75,10,68,11,407510068,7510068,41,80,"G",8,"8G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068011","An. funestus"
"3189",4,75,10,68,12,407510068,7510068,41,92,"H",8,"8H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.816409,33.18388,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407510068012","An. funestus"
"3190",4,76,9,64,1,407609064,7609064,41,9,"A",9,"9A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.959408,33.07628,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407609064001","An. funestus"
"3191",4,76,9,64,2,407609064,7609064,41,21,"B",9,"9B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.959408,33.07628,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407609064002","An. funestus"
"3192",4,76,9,64,3,407609064,7609064,41,33,"C",9,"9C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.959408,33.07628,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407609064003","An. funestus"
"3193",4,76,9,64,4,407609064,7609064,41,45,"D",9,"9D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.959408,33.07628,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407609064004","An. funestus"
"3194",4,76,10,87,1,407610087,7610087,41,57,"E",9,"9E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087001","An. funestus"
"3195",4,76,10,87,2,407610087,7610087,41,69,"F",9,"9F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087002","An. funestus"
"3196",4,76,10,87,3,407610087,7610087,41,81,"G",9,"9G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087003","An. funestus"
"3197",4,76,10,87,4,407610087,7610087,41,93,"H",9,"9H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087004","An. funestus"
"3198",4,76,10,87,5,407610087,7610087,41,10,"A",10,"10A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087005","An. funestus"
"3199",4,76,10,87,6,407610087,7610087,41,22,"B",10,"10B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.9074889,33.10416,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","407610087006","An. funestus"
"3200",4,79,1,113,1,407901113,7901113,41,70,"F",10,"10F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.253182,33.99056,"18 months","PBO LLIN","Non-PBO LLIN","OlysetPlus","PermaNet-2",3,"East","North Eastern","407901113001","An. funestus"
"3201",4,79,9,33,3,407909033,7909033,41,82,"G",10,"10G","FUN","FU",NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,NA,0.498228,34.07814,"18 months","PBO LLIN","Non-PBO LLIN","OlysetPlus","PermaNet-2",3,"East","North Eastern","407909033003","An. funestus"
"3202",4,79,9,33,4,407909033,7909033,41,94,"H",10,"10H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.498228,34.07814,"18 months","PBO LLIN","Non-PBO LLIN","OlysetPlus","PermaNet-2",3,"East","North Eastern","407909033004","An. funestus"
"3203",4,79,9,33,5,407909033,7909033,41,11,"A",11,"11A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.498228,34.07814,"18 months","PBO LLIN","Non-PBO LLIN","OlysetPlus","PermaNet-2",3,"East","North Eastern","407909033005","An. funestus"
"3204",4,82,3,107,2,408203107,8203107,41,23,"B",11,"11B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.768957,33.40108,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408203107002","An. funestus"
"3205",4,82,10,48,1,408210048,8210048,41,35,"C",11,"11C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.557617,33.53416,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408210048001","An. funestus"
"3206",4,83,10,84,2,408310084,8310084,41,47,"D",11,"11D","FUN","FU",NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,0.691114,33.4381,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","408310084002","An. funestus"
"3207",4,83,10,84,3,408310084,8310084,41,59,"E",11,"11E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.691114,33.4381,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","408310084003","An. funestus"
"3208",4,83,10,84,4,408310084,8310084,41,71,"F",11,"11F","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.691114,33.4381,"18 months","PBO LLIN","PBO LLIN","PermaNet-3","PermaNet-3",3,"East","East Central","408310084004","An. funestus"
"3209",4,84,1,37,3,408401037,8401037,41,83,"G",11,"11G","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.7126361,33.41896,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408401037003","An. funestus"
"3210",4,84,2,55,1,408402055,8402055,41,95,"H",11,"11H","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.877879,33.33231,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408402055001","An. funestus"
"3211",4,84,2,55,2,408402055,8402055,41,12,"A",12,"12A","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.877879,33.33231,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408402055002","An. funestus"
"3212",4,84,2,55,3,408402055,8402055,41,24,"B",12,"12B","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.877879,33.33231,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408402055003","An. funestus"
"3213",4,84,4,107,1,408404107,8404107,41,36,"C",12,"12C","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.784625,33.38111,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408404107001","An. funestus"
"3214",4,84,4,107,2,408404107,8404107,41,48,"D",12,"12D","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.784625,33.38111,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408404107002","An. funestus"
"3215",4,84,4,107,3,408404107,8404107,41,60,"E",12,"12E","FUN","FU",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0.784625,33.38111,"18 months","Non-PBO LLIN","Non-PBO LLIN","PermaNet-2","PermaNet-2",3,"East","East Central","408404107003","An. funestus"
