sample_id,partner_sample_id_x,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,terms_of_use_expiry_date,terms_of_use_url,unrestricted_use,mean_cov,median_cov,modal_cov,mean_cov_2L,median_cov_2L,mode_cov_2L,mean_cov_2R,median_cov_2R,mode_cov_2R,mean_cov_3L,median_cov_3L,mode_cov_3L,mean_cov_3R,median_cov_3R,mode_cov_3R,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,contam_pct,contam_LLR,aim_species_fraction_arab,aim_species_fraction_colu,aim_species_fraction_colu_no2l,aim_species_gambcolu_arabiensis,aim_species_gambiae_coluzzii,aim_species,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,partner_sample_id_y,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4j5,Coeae1d,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6p4,ZZB,Cyp6aa,Cyp6aa_Dup,lat,lon,survey,LLIN.intend,llin_actual,Net.intend,Net.actual,Wave,Location,subregions,species,control_phase,partner_sample_id
VBS64420-6645STDY13043120,107503007005.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.09,33,34,33.31,33,34,33.47,34,35,32.5,33,34,32.56,33,34,33.9,33,34,0.939,0.02195,0.363,176.482,0.002,0.014,0.016,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007005,1.0,75.0,3.0,7.0,5.0,107503007.0,7503007.0,4.0,2.0,A,2.0,2A,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007005
VBS64421-6645STDY13043121,107503007009.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,38.7,39,40,38.93,39,40,38.89,40,41,38.0,39,40,38.51,39,40,39.41,39,39,0.943,0.02114,0.367,197.113,0.004,0.009,0.009,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007009,1.0,75.0,3.0,7.0,9.0,107503007.0,7503007.0,4.0,14.0,B,2.0,2B,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,,MM,ZZ,DN,Dup,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007009
VBS64422-6645STDY13043122,107503007014.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.05,33,34,33.58,34,34,33.13,34,34,32.45,33,34,32.69,33,34,33.59,33,33,0.944,0.02029,0.444,263.648,0.002,0.017,0.019,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007014,1.0,75.0,3.0,7.0,14.0,107503007.0,7503007.0,4.0,26.0,C,2.0,2C,S,GA,SS,NN,LL,SS,0.0,0.0,0.0,0.0,II,IM,ZL,NN,WT,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007014
VBS64423-6645STDY13043123,107503007006.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,31.13,31,32,31.22,31,32,31.33,32,32,30.63,31,32,30.85,31,32,31.91,31,32,0.941,0.02111,0.375,181.404,0.002,0.013,0.014,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007006,1.0,75.0,3.0,7.0,6.0,107503007.0,7503007.0,4.0,38.0,D,2.0,2D,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007006
VBS64424-6645STDY13043124,107503007004.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,28.82,29,29,29.18,29,29,28.96,29,30,28.13,28,29,28.58,29,29,29.47,29,29,0.941,0.02027,0.38,159.648,0.003,0.019,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007004,1.0,75.0,3.0,7.0,4.0,107503007.0,7503007.0,4.0,50.0,E,2.0,2E,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,II,IM,ZL,NN,WT,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007004
VBS64426-6645STDY13043126,107503007012.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,30.01,30,31,30.48,30,31,30.2,31,31,29.3,30,30,29.63,30,30,30.67,30,30,0.941,0.02028,0.582,343.778,0.003,0.022,0.023,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007012,1.0,75.0,3.0,7.0,12.0,107503007.0,7503007.0,4.0,74.0,G,2.0,2G,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,II,II,ZZ,DN,Dup,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007012
VBS64427-6645STDY13043127,107503007002.000,Martin Donnelly,Uganda,7503,2017,5,0.892,33.043,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,37.6,38,39,38.11,38,38,37.87,38,39,36.53,37,38,37.17,37,38,38.7,38,38,0.944,0.0203,0.419,269.858,0.002,0.019,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107503007002,1.0,75.0,3.0,7.0,2.0,107503007.0,7503007.0,4.0,86.0,H,2.0,2H,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,0.897025,33.03662,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107503007002
VBS64428-6645STDY13043128,107502040019.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,31.67,32,32,31.69,32,32,31.99,32,33,30.97,31,32,31.48,32,32,32.47,32,32,0.939,0.02197,0.492,272.432,0.002,0.016,0.017,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040019,1.0,75.0,2.0,40.0,19.0,107502040.0,7502040.0,4.0,3.0,A,3.0,3A,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040019
VBS64429-6645STDY13043129,107502040002.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,36.07,36,37,36.14,36,37,36.49,37,38,35.24,36,36,35.75,36,37,37.05,36,37,0.943,0.02118,0.389,218.338,0.004,0.019,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040002,1.0,75.0,2.0,40.0,2.0,107502040.0,7502040.0,4.0,15.0,B,3.0,3B,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040002
VBS64430-6645STDY13043130,107502040005.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,31.59,32,32,31.86,32,32,31.93,32,33,30.58,31,31,31.11,31,32,32.97,32,32,0.942,0.02031,0.398,203.397,0.002,0.014,0.015,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040005,1.0,75.0,2.0,40.0,5.0,107502040.0,7502040.0,4.0,27.0,C,3.0,3C,S,GA,SS,NN,LL,RR,1.0,2.0,0.0,1.0,II,IM,ZL,DN,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040005
VBS64431-6645STDY13043131,107502040014.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,32.38,33,33,32.82,33,33,32.52,33,34,31.64,32,33,32.01,32,33,33.21,32,33,0.942,0.02034,0.41,208.38,0.003,0.017,0.017,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040014,1.0,75.0,2.0,40.0,14.0,107502040.0,7502040.0,4.0,39.0,D,3.0,3D,S,GA,SS,NN,LL,SS,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040014
VBS64433-6645STDY13043133,107502040012.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,32.1,32,33,32.03,32,32,32.36,33,33,31.29,32,32,31.9,32,32,33.43,33,33,0.941,0.02111,0.39,204.73,0.001,0.024,0.027,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040012,1.0,75.0,2.0,40.0,12.0,107502040.0,7502040.0,4.0,63.0,F,3.0,3F,S,GA,SS,NN,LL,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040012
VBS64435-6645STDY13043135,107502040029.000,Martin Donnelly,Uganda,7502,2017,5,0.814,33.252,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,32.71,33,33,32.77,33,33,33.21,34,34,31.67,32,33,32.26,32,33,34.18,33,34,0.941,0.02111,0.337,148.299,0.002,0.018,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107502040029,1.0,75.0,2.0,40.0,29.0,107502040.0,7502040.0,4.0,87.0,H,3.0,3H,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,II,MM,ZZ,DN,Dup,0.81084,33.25217,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107502040029
VBS64436-6645STDY13043136,107510082002.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,32.67,33,33,32.63,32,33,33.13,33,34,31.76,32,32,32.32,32,33,33.91,33,33,0.938,0.02193,0.333,144.934,0.002,0.019,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082002,1.0,75.0,10.0,82.0,2.0,107510082.0,7510082.0,4.0,4.0,A,4.0,4A,S,GA,SS,NN,LF,SS,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082002
VBS64437-6645STDY13043137,107510082007.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,35.52,36,36,35.54,36,36,36.05,37,37,34.64,35,36,35.04,35,36,36.78,36,37,0.939,0.02195,0.253,96.577,0.004,0.014,0.016,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082007,1.0,75.0,10.0,82.0,7.0,107510082.0,7510082.0,4.0,16.0,B,4.0,4B,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082007
VBS64438-6645STDY13043138,107510082001.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,39.28,40,40,39.37,40,40,39.74,40,41,38.33,39,40,38.96,39,40,40.26,40,40,0.942,0.0221,2.694,6383.427,0.014,0.021,0.021,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082001,1.0,75.0,10.0,82.0,1.0,107510082.0,7510082.0,4.0,28.0,C,4.0,4C,S,GA,SS,NN,FF,SS,0.0,0.0,0.0,0.0,SS,MM,ZL,DD,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082001
VBS64439-6645STDY13043139,107510082005.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.25,33,34,33.3,34,34,33.49,34,35,32.68,33,34,32.97,33,34,34.2,33,34,0.942,0.02111,0.455,279.026,0.003,0.011,0.01,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082005,1.0,75.0,10.0,82.0,5.0,107510082.0,7510082.0,4.0,40.0,D,4.0,4D,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082005
VBS64440-6645STDY13043140,107510082003.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,34.53,35,35,34.54,35,35,34.96,35,36,33.61,34,35,34.15,34,35,35.83,35,35,0.942,0.02116,0.411,213.664,0.003,0.014,0.016,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082003,1.0,75.0,10.0,82.0,3.0,107510082.0,7510082.0,4.0,52.0,E,4.0,4E,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SS,MM,ZZ,DD,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082003
VBS64441-6645STDY13043141,107510082006.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.39,34,34,33.47,34,34,33.53,34,35,32.72,33,34,33.22,33,34,34.42,34,34,0.941,0.02114,0.412,238.444,0.004,0.013,0.013,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082006,1.0,75.0,10.0,82.0,6.0,107510082.0,7510082.0,4.0,64.0,F,4.0,4F,S,GA,SS,NN,LF,SR,0.0,0.0,0.0,0.0,SI,IM,ZL,DN,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082006
VBS64442-6645STDY13043142,107510082004.000,Martin Donnelly,Uganda,7510,2017,5,0.817,33.184,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,29.73,30,30,29.81,30,30,29.92,30,31,29.11,29,30,29.62,30,30,30.45,30,30,0.943,0.02117,2.624,4675.373,0.002,0.018,0.02,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107510082004,1.0,75.0,10.0,82.0,4.0,107510082.0,7510082.0,4.0,76.0,G,4.0,4G,S,GA,SS,NN,FF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DN,Dup,0.817821,33.18135,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107510082004
VBS64443-6645STDY13043143,107504050001.000,Martin Donnelly,Uganda,7504,2017,5,0.86,33.162,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,33.58,34,34,33.55,34,34,34.18,34,35,32.5,33,33,33.02,33,34,35.29,34,34,0.941,0.02114,0.374,190.284,0.002,0.014,0.015,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107504050001,1.0,75.0,4.0,50.0,1.0,107504050.0,7504050.0,4.0,88.0,H,4.0,4H,S,GA,SS,NN,LF,RR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.859748,33.15749,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107504050001
VBS64444-6645STDY13043144,107505033004.000,Martin Donnelly,Uganda,7505,2017,5,0.912,33.19,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,34.67,35,35,34.81,35,35,35.22,36,36,33.54,34,34,34.15,34,35,36.1,35,35,0.942,0.02111,0.337,147.867,0.001,0.025,0.027,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107505033004,1.0,75.0,5.0,33.0,4.0,107505033.0,7505033.0,4.0,5.0,A,5.0,5A,S,GA,SS,NN,FF,SR,0.0,0.0,0.0,0.0,SI,MM,ZZ,DD,Dup,0.91019,33.18833,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107505033004
VBS64445-6645STDY13043145,107505033002.000,Martin Donnelly,Uganda,7505,2017,5,0.912,33.19,F,1288-VO-UG-DONNELLY-VMF00219,3.8,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/partner_study/1288-VO-UG-DONNELLY,2025-11-17,https://malariagen.github.io/vector-data/ag3/ag3.8.html#terms-of-use,False,31.75,32,32,31.83,32,32,32.04,32,33,31.16,31,32,31.44,32,32,32.55,32,32,0.939,0.02194,0.381,177.828,0.003,0.017,0.019,gambcolu,gambiae,gambiae,UGA,Eastern Region,UG-E,Kamuli,gambiae,UG-E_gamb_2017,UG-E_gamb_2017_05,UG-E_gamb_2017_Q2,UG-E_Kamuli_gamb_2017,UG-E_Kamuli_gamb_2017_05,UG-E_Kamuli_gamb_2017_Q2,107505033002,1.0,75.0,5.0,33.0,2.0,107505033.0,7505033.0,4.0,17.0,B,5.0,5B,S,GA,SS,NN,FF,SR,3.0,0.0,1.0,0.0,SS,IM,ZL,DN,Dup,0.91019,33.18833,baseline,PBO LLIN,PBO LLIN,PermaNet-3,PermaNet-3,3.0,East,East Central,An. gambiae,pre,107505033002
